Premise	Hypothesis	Label
The accompanying music video, directed by Henry Schofield, premiered on 26 May 2017.	The accompanying music video, directed by Henry Schofield, was filmed in Los Angeles and premiered on 26 May 2017.	neutral
These early Ratting Terriers were then most likely bred to the Beagle or Beagle cross bred dogs for increased scenting ability and other dogs.	These early Ratting Terriers were then most likely bred to the Beagle or Beagle cross bred dogs (for increased scenting ability) and other dogs.	neutral
Afterburners are not used on high - bypass turbofan engines but may be used on either low - bypass turbofan.	Afterburners are not used on high-bypass turbofan engines but may be used on either low-bypass turbofan or turbojet engines.	neutral
He was taken in the second round (42nd overall) by the Utah Jazz, but never appeared in an NBA game.	He never appeared in an NBA game.	entailment
He has been the author or co-author of over 950 scientific publications.	He has been the author - author of over 950 scientific publications.	entailment
Love has drawn public attention for her uninhibited live performances and confrontational lyrics, as well as her highly publicized personal life following her marriage to Kurt Cobain.	Love has drawn public attention for her uninhibited live confrontational lyrics, as well as her highly publicized personal life following her marriage to Kurt Cobain.	entailment
The Rudyard Lake Steam Railway is a ridable miniature railway and the third railway of any gauge to run along the side of Rudyard Lake in Staffordshire.	The Rudyard Lake Steam Railway is a ridable miniature railway.	entailment
The album's artwork is a combination of photographs and watercolor illustrations by lead singer John Gourley.	The album 's artwork is a combination of photographs illustrations by lead singer John Gourley.	contradiction
"Miss World" is a song by American alternative rock band Hole, written by frontwoman Courtney Love and lead guitarist Eric Erlandson.	"Miss World" is a song by American alternative rock band Hole, written by frontwoman Courtney Love and lead guitarist Frank Harper.	contradiction
Silver City had several mines in 1890, but the mines hit water and were abandoned.	Silver City had several mines in 1891, but the mines hit water and were abandoned.	contradiction
The pear slug is the larva of the sawfly, Caliroa cerasi, a nearly worldwide pest.	The pear slug or cherry slug is the larva of the sawfly, Caliroa cerasi, a nearly worldwide pest.	neutral
The Temporary President of the State Senate retains both his majority leadership and his seat in the State Senate while acting as lieutenant governor or governor.	The Temporary President of the State Senate retains both his majority leadership and his seat in the State Senate while acting as lieutenant governor or governor.	neutral
Ellis Ferreira and Patrick Galbraith were the defending champions but only Ferreira competed that year with Rick Leach.	Ellis Ferreira and Santiago González were the defending champions but only Ferreira competed that year with Rick Leach.	contradiction
The Labouchère system, also called the cancellation system or split martingale, is a gambling strategy used in roulette.	The Labouchère system, also called split martingale, is a gambling strategy used in roulette.	entailment
Lord Steppington is the debut studio album by California-based hip hop duo Step Brothers (rapper/producers The Alchemist and Evidence).	Lord Steppington is the debut studio album by California - based hip hop duo Step Brothers rapper / producers Evidence.	entailment
Three prototypes were built.	Three prototypes were built but never flown under their own power as the rapidly deteriorating military situation in Germany prevented the completion of the test program.	neutral
It is similar in many ways to the samurai sword.	It is similar in many ways to the samurai sword or katana.	neutral
Overall, Lee had a solid, but not spectacular career as a reserve, and became a fan favorite because of his effort on the court.	Overall, Lee had a not spectacular career as a reserve, and became a fan favorite because of his effort on the court.	entailment
Its members, Adam and Ian, purposefully give very little information about the group or themselves, and tend to do little in the way of self-promotion.	Its members, Adam and Ian, purposefully give very little information about the group, and tend to do little in the way of self - promotion.	entailment
He was of Italian origin but adopted French nationality on 9 September 1949.	He adopted French nationality on 9 September 1949.	entailment
She released second album, Fem Not opened short of female in English in 1996.	She released second album, Fem (Not opened rose in Turkish or short of female in English) in 1996.	neutral
(It is also known as the Married Women's Citizenship Act or the Women's Citizenship Act).	It is also known as the Married Women 's Citizenship Act.	entailment
Overseas national or Hangul: 한국계 교민 ; Hanja: 韓國系 僑民 ; RR: "Hanguggye gyomin "; lit.	Overseas national or Kohima: 한국계 교민 ; Hanja: 韓國系 僑民 ; RR: "Hanguggye gyomin "; lit.	neutral
It is not a military rank, requires no duties, and carries with it no pay or other compensation.	It is not a military rank, requires no duties, and carries with it every pay or other compensation.	neutral
The list documents the season - by - season records of the Jaguars ' franchise from to present, including postseason records, and league awards for individual players.	The list documents the season-by-season records of the Jaguars' franchise from to present, including postseason records, and league awards for individual players or head coaches.	neutral
Via AVE, the airport would have been 50 minutes away from either central Córdoba, and less than two hours from Seville and Málaga.	Via AVE, the airport would have been 50 minutes away from either central Madrid or Córdoba, and less than two hours from Seville and Málaga.	neutral
Hat Check Girl is a 1932 American Pre - Code comedy film directed by Sidney Lanfield.	Hat Check Girl is a 1932 American Pre-Code comedy film directed by Sidney Lanfield and written by Barry Conners and Philip Klein.	neutral
Purnell graduated from Valley Forge Military Academy and College in Wayne, Pennsylvania before attending West Virginia University.	Purnell attended Seaford High but graduated from Valley Forge Military Academy and College in Wayne, Pennsylvania before attending West Virginia University.	neutral
The song was written by Alison Goldfrapp, Will Gregory and Nick Batt for Goldfrapp's third album "Supernature" (2005).	The song was written by Alison Goldfrapp, Nick Batt for Goldfrapp 's third album " Supernature " 2005.	entailment
At various points some or all of these eleven unsolved murders of women have been ascribed to the notorious unidentified serial killer known as Jack the Ripper.	At various points every or all of these eleven unsolved murders of women have been ascribed to the notorious unidentified serial killer known as Jack the Ripper.	neutral
Both the major parties, the League rejected his proposals and the mission proved a failure.	Both the major parties, the Congress and the League rejected his proposals and the mission proved a failure.	neutral
Monowitz (also called Monowitz-Buna or Auschwitz III) was initially established as a subcamp of Nazi Germany's Auschwitz concentration camp.	Monowitz also called Monowitz - Auschwitz III was initially established as a subcamp of Nazi Germany 's Auschwitz concentration camp.	entailment
Mammootty's character appreciated by the critics, but the movie get mixed review.	Mammootty 's character appreciated by the critics.	entailment
He remained athletic director at the school thereafter.	He was basketball coach at Bay City through 1953 and remained athletic director at the school thereafter.	neutral
They are found almost everywhere in Nepal.	They are found almost everywhere in Nepal, but are less common in the Eastern region than the west.	neutral
Cura is the name of a divine figure whose name means " Care " Care " or " Concern " in Latin.	Cura is the name of a divine figure whose name means "Care" or "Concern" in Latin.	neutral
A government is the system by which a state is controlled.	A government is the system by which a state or community is controlled.	neutral
The Lyceum Theatre was a theatre in New York City located on Fourth Avenue, now Park Avenue South, between 24th Streets in Manhattan.	The Lyceum Theatre was a theatre in New York City located on Fourth Avenue, now Park Avenue South, between 23rd and 24th Streets in Manhattan.	contradiction
A pie is a baked dish which is usually made of a pastry dough casing that covers a filling of various sweet or savory ingredients.	A pie is a baked dish which is usually made of a pastry dough casing that covers or completely contains a filling of various sweet or savory ingredients.	neutral
The stadium has been home to Premier League club Everton since its completion in 1892.	The stadium has been home to Premier League club Everton since its completion in 1892 and is one of the world's oldest purpose-built football grounds.	neutral
Originally it entered the tidal River Humber at Pyewipe, north west of Grimsby, but has been re-routed and now supplies Grimsby Docks.	Originally it has been re - routed and now supplies Grimsby Docks.	entailment
He has directed six feature-length films and a short film since 2001 and is loosely associated with the "New Argentine Cinema" movement.	He has directed six feature - a short film since 2001 and is loosely associated with the " New Argentine Cinema " movement.	entailment
They may also attack Sitka, Engelmann, or white spruce.	They may also attack Sitka, Mirat, or white spruce.	neutral
The dish is also known as "shimitsukari", "shimitsukare" or "sumitsukare" in some areas.	The dish is also known as " shimitsukari ", " " shimitsukari ", " shimitsukare " or " sumitsukare " in some areas.	entailment
The atoll reef is continuous but almost without islets along the north side.	The atoll reef is continuous.	entailment
The peak summit itself can be hiked, but accessing the peak is difficult due to its remoteness.	accessing the peak is difficult due to its remoteness.	entailment
Fast Cars, Danger, Knives is an EP by American hip hop artist Aesop Rock.	Fast Cars, Danger, Fire and Knives is an EP by American hip hop artist Aesop Rock.	neutral
DJs are occasionally featured in nu metal to provide instrumentation such as sampling, turntable scratching and electronic backgrounds.	DJs are occasionally featured in nu metal to provide instrumentation such as sampling, turntable scratching.	entailment
Carotid arteritis is a much less common cause of carotidynia.	Carotid arteritis is a much less common cause of carotidynia, but has much more serious consequences.	neutral
This mustard is generally shorter.	This mustard is very similar in appearance to black mustard, but is generally shorter.	neutral
The kanji 卒塔婆 means stupa and小町 is the synonym of beautiful woman.	The kanji 卒塔婆 means stupa and小町 is the synonym of belle or beautiful woman.	neutral
It is generally a theoretical draw, but the rook and bishop have good winning chances in practice because the defense is difficult.	It is generally a theoretical draw.	entailment
Since then they have gone on to add another two Olympic gold medals in the 2008 Beijing Olympics and the 2012 London Olympics.	Since then they have gone on to add another two Olympic gold medals in the 2012 London Olympics.	entailment
In 2013, 31 % of its students qualified for a reduced price lunch due to the family meeting the federal poverty level.	In 2013, 31% of its students qualified for a free or reduced price lunch due to the family meeting the federal poverty level.	neutral
The album was originally scheduled to be released on October 24, 2011, but X-Cite Records cancelled the album release.	The album was originally X - Cite Records cancelled the album release.	entailment
they competed with different partners that year, Novák with Radek Štěpánek and Rikl with David Prinosil.	Jiří Novák and David Rikl were the defending champions but they competed with different partners that year, Novák with Radek Štěpánek and Rikl with David Prinosil.	neutral
He played college football at Florida A&M University and was selected in the sixth round of the 1994 NFL Draft.	He played college football at Florida A&M University.	entailment
The 800 metres, or 800 meters (US spelling), is a common track running event.	The 801 metres, or 800 meters (US spelling), is a common track running event.	neutral
The Cactus Club took over The Bachelor Club and went on to become a legendary live music venue in San Jose for close to 15 years.	The Cactus Club took over The Bachelor Club.	entailment
Debriefings are most effective when conducted interactively between the participants of the immersive activity and the assessment or observation personnel.	Debriefings are most effective when conducted interactively between the participants of the immersive activity and the observation personnel.	entailment
One or two open flowers are borne at the ends of stems; they have greenish white tepals which are 1.5 to 2 cm long.	One or twelve open flowers are borne at the ends of stems; they have greenish white tepals which are 1.5 to 2 cm long.	neutral
Critics have argued that Cædmon is the author of the poem, but this theory has been since disproved.	this theory has been since disproved.	entailment
The genre has since expanded beyond Irish shores and is known to be performed today by bands from numerous other countries.	The genre has since expanded beyond Irish shores and is known to be performed today by bands near numerous other countries.	contradiction
Every Man Dies Alone or Alone in Berlin (German: "Jeder stirbt für sich allein" ) is a 1947 novel by German author Hans Fallada.	Every Man Dies Alone or Alone in Berlin German : : " Jeder stirbt für sich allein " is a 1947 novel by German author Hans Fallada.	entailment
The final medal tally was led by Indonesia, followed by host Malaysia and Thailand.	The final medal tally was led by Indonesia, followed by host Malaysia and Temagami North.	contradiction
Corina Morariu and Ellis Ferreira were the defending champions.	Corina Morariu and Ellis Ferreira were the defending champions, but could not defend their title.	neutral
They are stored when not in use.	They are arranged according to requirements, and stored when not in use.	neutral
"I Still Can't Get Over Loving You" is a 1983 song written and performed by Ray Parker, Jr..	" I Still Ca n't Get Over Loving You " is a 1983 song written by Ray Parker, Jr..	entailment
Paul Haarhuis and Yevgeny Kafelnikov were the defending champions, but Kafelnikov chose to not compete this year in order to focus on the singles tournament.	Paul Haarhuis and Yevgeny Kafelnikov were the defending champions.	entailment
Players who succeed on the ATP Challenger Tour earn sufficient ranking points to become eligible for main draw or qualifying draw entry at ATP World Tour tournaments.	Players who succeed on the ATP Challenger Tour earn sufficient ranking points to become eligible for qualifying draw entry at ATP World Tour tournaments.	entailment
The parish of Warton had a population of 2315 recorded in the 2001 census, and 2,360 in the 2011 census.	The parish of Warton had a population of 2315 recorded in the 2001 census.	entailment
The principal leaders were lamas. Main part of ordinary rebels consisted of common people but even many party members and the local bureaucracy joined the rebellion.	The principal leaders were lamas. Main part of ordinary rebels consisted of common people but even few party members and the local bureaucracy joined the rebellion.	contradiction
Exchanges are often related to the tactics or strategy in a chess game.	Exchanges are often related to the tactics or strategy in a chess game, but often simply occur over the course of a game.	neutral
The film is is also partially improvised.	The film is written by its director, Debbie Isitt, but is also partially improvised.	neutral
The film received positive reviews from critics and it earned $196.4 million on a $150 million budget.	The film received positive reviews near critics and it earned $196.4 million on a $150 million budget.	contradiction
Dots or dashes are often used to represent fur on the animal forms, as well as lines emphasizing parts of the body.	Dots are often used to represent fur on the animal forms, as well as lines emphasizing parts of the body.	entailment
The equipment consists of a bat and a tennis ball that has had its outer layer burned or worn off.	The equipment consists of a bat and a tennis ball that has had its outer layer worn off.	entailment
Under the direction of Sathya Sai Baba, it was established in 1976 as a service organization to run devotional programs and service projects.	Under the direction of Sathya Sai Baba, it was established in 1976 as a service organization to run devotional service projects.	entailment
MPs were required to vote for at least four women, but women were not necessarily guaranteed places in the Shadow Cabinet.	MPs were required to vote for at least four women.	entailment
Furthermore, it failed to give to the SEC or any other financial regulatory agency the authority to regulate large investment bank holding companies.	Furthermore, it failed to give to the SEC the authority to regulate large investment bank holding companies.	entailment
The preceding era is referred to as before the Common or Current Era (BCE).	The preceding era is referred to as before the Common Era BCE.	neutral
The benefit is administered by a central organization such as a government agency, private business, or not-for-profit entity.	The benefit is administered by a central organization such as a government agency, private business, - for - profit entity.	entailment
The genus was, for a time, considered synonymous with "Endothia", but the two are now recognised as distinct.	the two are now recognised as distinct.	entailment
The bottle bill does not cover containers of non-carbonated beverages like water, tea, or sports drinks.	The bottle bill does not cover containers of non - carbonated beverages like water, tea.	entailment
The Jazz also beat the Los Angeles Lakers ' record of sixteen consecutive winning seasons, set between 1991–92.	The Jazz also beat the Los Angeles Lakers' record of sixteen consecutive winning seasons, set between 1976–77 and 1991–92.	contradiction
One writer claims " Auburn had a lot of great football teams. "	One writer claims "Auburn had a lot of great football teams, but there may not have been one greater than the 1913-1914 team."	neutral
Robbie was promoted to the regular cast shortly after she made her debut.	Donna was initially introduced as a guest character, but Robbie was promoted to the regular cast shortly after she made her debut.	neutral
Goalkeeper, often shortened to keeper or goalie, is one of the major positions of association football.	Goalkeeper, often shortened to goalie, is one of the major positions of association football.	entailment
At the Cameroon, he won double title when he captured the men 's singles event.	At the Cameroon, he won double title when he captured the men's singles and doubles event.	neutral
Rohan Bopanna and Aisam-ul-Haq Qureshi were the defending champions but Bopanna decided not to participate.	Rohan Bopanna and Aisam - ul - Blotto were the defending champions but Bopanna decided not to participate.	contradiction
Only Alexander Galimov survived the initial impact of the crash with severe injuries.	Only Alexander Galimov survived the initial impact of the crash with severe injuries, but died on September 12.	neutral
It is a spare, scrubby, woody shrub or small tree, typically ) 0.5–3 m tall.	It is a spare, scrubby, woody shrub or large tree, typically ) 0.5–3 m tall.	neutral
As the name indicates, the show features comedy sketches with gay themes or a gay twist.	As the name indicates, the show features comedy sketches with gay themes.	entailment
The user assumes control of a rover in order to explore Mars.	The user assumes control of a rover or lander in order to explore Mars.	neutral
He was also the president of the Plebiscite Front and was arrested as one of the accused in Kashmir Conspiracy Case.	He was also the president of the Plebiscite Front.	entailment
Last Night is a 2010 drama romance film written and directed by Massy Tadjedin.	Last Night is a 2010 drama romance film written by Massy Tadjedin.	entailment
Other species, such as " Aloe ferox ", also are harvested from the wild for similar applications.	Other species, such as "Aloe ferox", also are cultivated or harvested from the wild for similar applications.	neutral
An expansion pack, expansion set, supplement, expansion is an addition to an existing role - playing game, tabletop game or video game.	An expansion pack, expansion set, supplement, or simply expansion is an addition to an existing role-playing game, tabletop game or video game.	neutral
In about 1952, the company was acquired by Bankers Securities Corporation, owned by Albert M. Greenfield, but remained family run until its closure in 1962.	In about 1952, the company was acquired by Bankers Securities Corporation, owned by Albert M. Greenfield, but remained family run until its closure in 1963.	contradiction
Babe is a 1995 Australian - American comedy - drama film directed by Chris Noonan, produced by George Miller.	Babe is a 1995 Australian-American comedy-drama film directed by Chris Noonan, produced by George Miller, and written by both.	neutral
Throwing for four touchdowns, he was named the game's MVP, but injured himself in the process.	Throwing for four touchdowns, he was named the game 's MVP.	entailment
Most international news channels are broadcast on cable, the Internet, and many have diversified their staff by broadcasting to multiple large language markets.	Most international news channels are broadcast on cable, satellite or the Internet, and many have diversified their staff by broadcasting to multiple large language markets.	neutral
Fans commonly referred to them as Trey Anastasio Band, for short or " The Two for Five band ".	Fans commonly referred to them as Trey Anastasio Band, or TAB for short or "The Two for Five band".	neutral
" Squire " was not a title, although he was known by his middle name.	"Squire" was not a title but his actual first name, although he was known by his middle name.	neutral
The VooDoo had a chance to clinch a playoff berth in their final game.	The VooDoo had a chance to clinch a playoff berth in their final game, but lost to finish the season with a 5–13 record.	neutral
The paperless title can be viewed in most browsers or downloaded to your computer and read via the Zinio Reader.	The paperless title can be viewed in most browsers and read via the Zinio Reader.	entailment
In late 2008, she returned on 13 April 2009.	In late 2008, she left the show but returned on 13 April 2009.	neutral
Bukkumi (부꾸미 ) is a pan-fried "tteok" (rice cake) made with glutinous rice flour or sorghum flour.	Bukkumi 부꾸미 is a pan - fried " tteok " rice cake made with glutinous rice sorghum flour.	entailment
Erie Bluffs State Park is just north of Pennsylvania Route 5 near Lake City and 12 mi west of Erie.	Erie Bluffs State Park is just north of Pennsylvania Route 5 near Lake City and 13 mi west of Erie.	contradiction
Voice actors included Sarah Schaub, Barta Heiner, Rick Macy and Aaron Bybee.	Voice actors included Sarah Schaub, Barta Heiner, Dawaun Parker and Aaron Bybee.	contradiction
Sponge was signed to Sony Records in 1994 but has since switched to other labels.	Sponge was signed to Sony Records in 1995 but has since switched to other labels.	contradiction
The station also served the New Orleans and Northeastern Railroad and the New Orleans Terminal Company.	The station also served the New Northeastern Railroad and the New Orleans Terminal Company.	entailment
" C. albissima " can be distinguished from other " Cicindela " species by its restricted range.	"C. albissima" can be distinguished from other "Cicindela" species by its restricted range and lack of pigmentation on its elytra.	neutral
Sirkeci Terminal, along with Haydarpaşa Terminal on the other side of the Bosphorus, are Istanbul's two intercity and commuter railway terminals.	Sirkeci Terminal, along with Haydarpaşa Terminal on the other side of the Bosphorus, are Istanbul 's two commuter railway terminals.	entailment
Season 5 is in production for a 2017 television release, but new segments from season 5 are being released monthly on YouTube.	new segments from season 5 are being released monthly on YouTube.	entailment
On most contemporary concept albums, the performers or bands sing as themselves, whereas on an album musical the performers are playing characters in a story.	On most contemporary concept albums, the bands sing as themselves, whereas on an album musical the performers are playing characters in a story.	entailment
Its capital is the City of San Marino.	Its capital is the City of San Marino and its largest city is Serravalle.	neutral
Paul Annacone and Christo van Rensburg were the defending champions.	Paul Annacone and Christo van Rensburg were the defending champions, but lost in the semifinals to Swedes and top seeds Stefan Edberg and Anders Järryd.	neutral
It was designed by Dieter Appelt, Klaus W. Eisenlohr, Justus Müller.	It was designed by Dieter Appelt, Klaus W. Eisenlohr, Justus Müller and Christian Zwirner.	neutral
Clarke lost his seat at the 2017 Assembly election, but was later co-opted by the DUP after Paul Girvan was elected in the 2017 general election.	Clarke lost his seat at the 2018 Assembly election, but was later co-opted by the DUP after Paul Girvan was elected in the 2017 general election.	contradiction
Species of " Scadoxus " are grown as ornamental plants for their brilliantly coloured flowers, either in containers or in the ground in frost - free climates.	Species of "Scadoxus" are grown as ornamental plants for their brilliantly coloured flowers, either in containers or in the ground in frost-free climates.	neutral
The old English translation of the name " Evan " could also be interpreted as " Heir of the Earth " Evan " could also be interpreted as " Heir of the Earth " or " The King ".	The old English translation of the name "Evan" could also be interpreted as "Heir of the Earth" or "The King".	neutral
He writes in several genres but is known best for science fiction.	He writes in several genres.	entailment
The two sets of people involved often meet either randomly arrange to meet up beforehand over the Internet.	The two sets of people involved often meet either randomly or (increasingly) arrange to meet up beforehand over the Internet.	neutral
It has been reported growing in the wild in a few scattered locations in North America but it has not become widely established there.	It has been reported growing in the wild in a few scattered locations in Missouri but it has not become widely established there.	contradiction
The Southern California Regional Occupational Center or SoCal ROC is located in the South Bay suburbs of Los Angeles of Torrance, California.	SoCal ROC is located in the South Bay suburbs of Los Angeles of Torrance, California.	entailment
He founded the priory of Bornem in Flanders, with a college for English youths attached to it, and was himself the first prior and novice master.	He was himself the first prior and novice master.	entailment
They are arranged according to requirements, and stored when not in use.	They are stored when not in use.	entailment
these highly effective combinations can lead to dehydration and electrolyte abnormalities.	Metolazone is sometimes used together with loop diuretics such as furosemide or bumetanide, but these highly effective combinations can lead to dehydration and electrolyte abnormalities.	neutral
Their means are not available to us today - either temperamentally or technically -.	Their means are not available to us today - either temperamentally or technically - but certain lessons may be learned from them relevant to the present work.	neutral
Guests can explore the many different books about Kings County history that are for sale, and the museum also offers genealogy research.	Guests can explore the many different books and stories about Kings County history that are for sale, and the museum also offers genealogy research.	neutral
Axle Whitehead born 16 December 1980 ; Melbourne, Australia is a former Australian Video Hits TV host.	Axle Whitehead (born 16 December 1980; Melbourne, Australia) is a former Australian Video Hits TV host and current singer, musician, and actor.	neutral
The facilities were demolished in 1982 by Hurricane Iwa, but eventually rebuilt.	The facilities eventually rebuilt.	entailment
In 2015, the Conservatives led by David Cameron won a surprise majority.	In 2015, the Conservatives led by David Cameron won a surprise majority and formed the first Conservative majority government since 1992.	neutral
Tommy Ho and Sébastien Lareau were the defending champions but only Lareau competed that year with Brian MacPhie.	Lou Holtz and Sébastien Lareau were the defending champions but only Lareau competed that year with Brian MacPhie.	contradiction
These services are provided to low - income and uninsured individuals at reduced cost.	These services are provided to low-income and uninsured individuals at reduced or no cost.	neutral
The pizzeria serves by the slice or by full pie.	The pizzeria serves by the slice.	entailment
The region is composed of four census divisions: 19 and 21–23 .	The region is composed of four census divisions: 10 and 21–23.	contradiction
Proud Mary is an upcoming American action - thriller directed by Babak Najafi, from a screenplay written by Christian Swegal.	Proud Mary is an upcoming American action-thriller directed by Babak Najafi, from a screenplay written by John S. Newman and Christian Swegal.	neutral
His mother, Svetlana Rockwell, was born in Paris ; she was a painter.	His mother, Svetlana Rockwell, was born in Paris and emigrated to the US to marry Alex's father; she was a painter.	neutral
Wikimedia chapters are national or sub-national not-for-profit organisations created to promote the interests of Wikimedia projects locally.	Wikimedia chapters are national - national not - for - profit organisations created to promote the interests of Wikimedia projects locally.	entailment
Gouldsboro State Park is a 2880 acre Pennsylvania state park in Coolbaugh Township, Monroe County and Lehigh Township, Wayne County, Pennsylvania in the United States.	Gouldsboro State Park is a 2880 acre Pennsylvania state park in Lehigh Township, Wayne County, Pennsylvania in the United States.	entailment
He played college football at the quarterback and safety positions for the University of Michigan in 1934 and 1936.	He played college football at the safety positions for the University of Michigan in 1934 and 1936.	entailment
Freisinger was selected for the 1940 Olympics.	Freisinger was selected for the 1940 Olympics, but they were canceled due to World War II.	neutral
The English translation with the present title was made by Michael Hofmann and appeared in 2003.	The English translation with the present title was made by Michael Hofmann and appeared in 2004.	contradiction
It changed its name to The Central Africa Company Ltd.	It changed its name to The Central Africa Company Ltd and was acquired by the Lonrho group, both in 1964.	contradiction
The term "priory" does not imply ecclesiastical provenance, but is simply a 19th-century romantic affectation.	The term " priory " is simply a 19th - century romantic affectation.	entailment
It was first published between 1866 and 1871 but it is regularly updated by the Church of Scotland.	It was first published between 1866 and 1871.	contradiction
It is about 80 mi north of New York City and 70 mi south of Albany.	It is about 81 mi north of New York City and 70 mi south of Albany.	contradiction
There were also department stores in Nelson and Blenheim but these stores closed in March 2006.	There were also department stores in Nelson and Blenheim but these stores closed in March 2007.	contradiction
Gloucester House or Gloucester Lodge is a former royal residence on the esplanade in the seaside resort of Weymouth on the south coast of England.	Adel or Gloucester Lodge is a former royal residence on the esplanade in the seaside resort of Weymouth on the south coast of England.	neutral
Expressway express road S74 is major planned road in Poland connecting express road S12 near Sulejów and S19 near Nisko.	Expressway S74 or express road S74 is major planned road in Poland connecting express road S12 near Sulejów and S19 near Nisko.	neutral
It was reactivated in 2006 and performed ground and flight testing on the Boeing YAL-1A until 2012.	It was reactivated in 2006.	entailment
Unlike some Amish publications, " Family Life " is printed entirely in English rather than Pennsylvania Dutch.	Unlike some Amish publications, "Family Life" is printed entirely in English rather than Pennsylvania Dutch or German.	neutral
It is currently the third largest political party in Romania after the 2016 legislative elections and the only outspoken pro-LGBT party in the country.	It is currently the third largest political party in Romania after the 2017 legislative elections and the only outspoken pro-LGBT party in the country.	contradiction
The show was usually held during October or November and a televised show was produced, touted as the "biggest party for kids on the planet".	The show was usually held during November and a televised show was produced, touted as the " biggest party for kids on the planet ".	entailment
Originally formed by Hughes and Bonamassa with the help of producer Kevin Shirley, the group released its self-titled debut album in September 2010.	Originally formed by Bonamassa with the help of producer Kevin Shirley, the group released its self - titled debut album in September 2010.	contradiction
Ruta Sepetys or Rūta Šepetys (born November 19, 1967) is a Lithuanian-American writer of historical fiction.	Ruta Sepetys or Swamp Thing (born November 19, 1967) is a Lithuanian-American writer of historical fiction.	neutral
He was mentioned by name in some episodes of the first series but he did not make an appearance.	He was mentioned by name in every episodes of the first series but he did not make an appearance.	contradiction
Lee Ji-yeon (born February 18, 1984), better known by her stage name Lina is a South Korean singer and musical actress.	Lee Ji - yeon born February 18, 1984, better known by her stage name Lina is a South Korean singer.	entailment
A test that could corroborates the theory.	A test that could but does not run contrary to the hypothesis corroborates the theory.	neutral
The band consists of Perry Farrell (vocals), Dave Navarro (guitar), Stephen Perkins (drums) and Chris Chaney (bass).	The band consists of Perry Farrell vocals, Dave Navarro guitar, Stephen Perkins drums.	entailment
The funding extends until a specific date or regular appropriations bills are passed, whichever comes first.	The funding extends until a specific regular appropriations bills are passed, whichever comes first.	entailment
James Van Der Beek, Peter MacNicol, Shad Moss, Charley Koontz, and Hayley Kiyoko also star.	James Van Der Beek, Peter MacNicol, Shad Moss, Charley Koontz, also star.	entailment
Miss Iowa USA, Carol Morris, won the competition and later became Miss Universe.	Miss Iowa USA, Carol Morris, later became Miss Universe.	entailment
Variation was a bay mare bred in 1827 either by William Scott Stonehewer, Sr.	Variation was a bay mare bred in 1827 either by Mr Nowell or by William Scott Stonehewer, Sr.	neutral
The Plymouth Brethren Christian Church (PBCC) is a Protestant church, often known as Exclusive Brethren or Raven-Taylor-Hales Brethren.	The Plymouth Brethren Christian Church (PBCC) is a Protestant church, often known as Exclusive Brethren or Raven - Lake Geneva - Hales Brethren.	neutral
Tiffany & Company (known colloquially as Tiffany or Tiffany's) is an American luxury jewelry and specialty retailer, headquartered in New York City.	Tiffany & Company known colloquially as Tiffany 's is an American luxury jewelry and specialty retailer, headquartered in New York City.	neutral
Harvey Cohn has retired, but Nathanson is now based in the City University and acts as the host of the seminar.	Harvey Cohn has retired, but Alain Corneau is now based in the City University and acts as the host of the seminar.	contradiction
The cast includes Ray Winstone, Anthony Hopkins, Robin Wright Penn, Brendan Gleeson, John Malkovich, Crispin Glover, Alison Lohman, and Angelina Jolie.	The cast includes Ray Winstone, Anthony Hopkins, Robin Wright Penn, Brendan Gleeson, John Malkovich, Crispin Glover, Angelina Jolie.	entailment
He was initially Kevin Durant's agent, but Durant moved to Rob Pelinka.	He was initially Kevin Durant's agent, but Durant moved to Walorski.	contradiction
Until HPHS became a senior high school in 1937, students from Highland Park finished their education at either Metuchen High School.	Until HPHS became a senior high school in 1937, students from Highland Park finished their education at either New Brunswick High School or Metuchen High School.	neutral
Afro - Afrosurrealism is a literary and cultural aesthetic that is a response to mainstream surrealism in order to reflect the lived experience of people of color.	Afro-Surrealism or Afrosurrealism is a literary and cultural aesthetic that is a response to mainstream surrealism in order to reflect the lived experience of people of color.	neutral
Voters were asked whether they favoured extending the closing time to 10 pm.	Voters were asked whether they favoured continuing the closing of hotel bars at 6 pm or extending the closing time to 10 pm.	neutral
His second film " Circumstances ", a romantic comedy with dark overtones, was released in Russia in September 2009.	His second film "Circumstances", a romantic comedy with dark overtones, was released in Russia in September 2009, but failed at the box-office.	neutral
Polaris Industries is an American manufacturer of snowmobiles, ATV, and neighborhood electric vehicles.	Polaris Industries is an American manufacturer of snowmobiles, neighborhood electric vehicles.	entailment
"Centaurium" remained, but it is now limited to the Eurasian species.	it is now limited to the Eurasian species.	entailment
Rather than requiring the outlay of funds from donors, CLM essentially “recycles” loyalty program members’ unused points or miles.	Rather than requiring the outlay of funds from donors, CLM essentially “ recycles ” loyalty program members ’ unused miles.	entailment
The prefectural seat—excluding Seven Star Crags—is fairly flat, but thickly forested mountains lie just outside its limits.	The prefectural seat — excluding Seven Star Crags — is fairly flat.	entailment
The Messenger is a 2015 British supernatural mystery horror film directed by David Blair, written by Andrew Kirk and starring Robert Sheehan and Lily Cole.	The Messenger is a 2015 British supernatural mystery horror film directed by David Blair, starring Robert Sheehan and Lily Cole.	entailment
